"scientificName_original","site","endemic","scientificName_cleaned","genus","species","scientificName_parsed","class","order","valid_AphiaID"
"Tridaca maxima","iSimangaliso Wetland Park",,"Tridaca maxima","Tridaca","maxima","Tridaca maxima","Bivalvia","Cardiida",207675
"Tridaca squamosa","iSimangaliso Wetland Park",,"Tridaca squamosa","Tridaca","squamosa","Tridaca squamosa","Bivalvia","Cardiida",207674
"Pinna bicolor","iSimangaliso Wetland Park",,"Pinna bicolor","Pinna","bicolor","Pinna bicolor","Bivalvia","Ostreida",207896
"Siphonaria dayi","iSimangaliso Wetland Park",,"Siphonaria dayi","Siphonaria","dayi","Siphonaria dayi","Gastropoda","Siphonariida",215287
"Rhyncodon typus","iSimangaliso Wetland Park",,"Rhyncodon typus","Rhyncodon","typus","Rhyncodon typus","Elasmobranchii","Orectolobiformes",105847
"Charysoblephus puniceus","iSimangaliso Wetland Park","TRUE","Charysoblephus puniceus","Charysoblephus","puniceus","Charysoblephus puniceus","Actinopteri","Eupercaria incertae sedis",218600
"Carcharhinus leucas","iSimangaliso Wetland Park",,"Carcharhinus leucas","Carcharhinus","leucas","Carcharhinus leucas","Elasmobranchii","Carcharhiniformes",105792
"Pelecanus rufescens","iSimangaliso Wetland Park",,"Pelecanus rufescens","Pelecanus","rufescens","Pelecanus rufescens","Aves","Pelecaniformes",212726
"Pelecanus onocrotalus","iSimangaliso Wetland Park",,"Pelecanus onocrotalus","Pelecanus","onocrotalus","Pelecanus onocrotalus","Aves","Pelecaniformes",137176
"Hydroprogne caspia","iSimangaliso Wetland Park",,"Hydroprogne caspia","Hydroprogne","caspia","Hydroprogne caspia","Aves","Charadriiformes",567825
"Nettapus auritus","iSimangaliso Wetland Park",,"Nettapus auritus","Nettapus","auritus","Nettapus auritus","Aves","Anseriformes",212675
"Butorides rufiventris","iSimangaliso Wetland Park",,"Butorides rufiventris","Butorides","rufiventris","Butorides rufiventris",,,
"Glareola pratincola","iSimangaliso Wetland Park",,"Glareola pratincola","Glareola","pratincola","Glareola pratincola","Aves","Charadriiformes",212723
"Pseudhirundo griseopyga","iSimangaliso Wetland Park",,"Pseudhirundo griseopyga","Pseudhirundo","griseopyga","Pseudhirundo griseopyga",,,
"Pandion haliaetus","iSimangaliso Wetland Park",,"Pandion haliaetus","Pandion","haliaetus","Pandion haliaetus","Aves","Falconiformes",159377
"Nectarinia bifasciata","iSimangaliso Wetland Park",,"Nectarinia bifasciata","Nectarinia","bifasciata","Nectarinia bifasciata","Aves","Passeriformes",567878
"Batis fratrum","iSimangaliso Wetland Park",,"Batis fratrum","Batis","fratrum","Batis fratrum","Aves","Passeriformes",221043
"Caprimulgus natalensis","iSimangaliso Wetland Park",,"Caprimulgus natalensis","Caprimulgus","natalensis","Caprimulgus natalensis",,,
"Turnix hottentotta","iSimangaliso Wetland Park",,"Turnix hottentotta","Turnix","hottentotta","Turnix hottentotta",,,
"Centropus bengalensis","iSimangaliso Wetland Park",,"Centropus bengalensis","Centropus","bengalensis","Centropus bengalensis",,,
"Anthus brachyurus","iSimangaliso Wetland Park",,"Anthus brachyurus","Anthus","brachyurus","Anthus brachyurus",,,
"Tursiops truncatus","iSimangaliso Wetland Park",,"Tursiops truncatus","Tursiops","truncatus","Tursiops truncatus","Mammalia","Cetartiodactyla",137111
"Sousa plumbea","iSimangaliso Wetland Park",,"Sousa plumbea","Sousa","plumbea","Sousa plumbea","Mammalia","Cetartiodactyla",383586
"Stenella longirostris","iSimangaliso Wetland Park",,"Stenella longirostris","Stenella","longirostris","Stenella longirostris","Mammalia","Cetartiodactyla",137109
"Megaptera novaengliae","iSimangaliso Wetland Park",,"Megaptera novaengliae","Megaptera","novaengliae","Megaptera novaengliae","Mammalia","Cetartiodactyla",137092
"Eubalaena australis","iSimangaliso Wetland Park",,"Eubalaena australis","Eubalaena","australis","Eubalaena australis","Mammalia","Cetartiodactyla",220222
"Dermochelys coriacea","iSimangaliso Wetland Park",,"Dermochelys coriacea","Dermochelys","coriacea","Dermochelys coriacea",,"Testudines",137209
"Caretta caretta","iSimangaliso Wetland Park",,"Caretta caretta","Caretta","caretta","Caretta caretta",,"Testudines",137205
"Berardius arnuxii ","iSimangaliso Wetland Park",,"Berardius arnuxii","Berardius","arnuxii","Berardius arnuxii","Mammalia","Cetartiodactyla",242606
"Balaenoptera brydei ","iSimangaliso Wetland Park",,"Balaenoptera brydei","Balaenoptera","brydei","Balaenoptera brydei","Mammalia","Cetartiodactyla",242603
"Tursiops truncatus ","iSimangaliso Wetland Park",,"Tursiops truncatus","Tursiops","truncatus","Tursiops truncatus","Mammalia","Cetartiodactyla",137111
"Ziphius cavirostris","iSimangaliso Wetland Park",,"Ziphius cavirostris","Ziphius","cavirostris","Ziphius cavirostris","Mammalia","Cetartiodactyla",137127
"Pseudorca crassidens ","iSimangaliso Wetland Park",,"Pseudorca crassidens","Pseudorca","crassidens","Pseudorca crassidens","Mammalia","Cetartiodactyla",137104
"Lagenodelhis hosei","iSimangaliso Wetland Park",,"Lagenodelhis hosei","Lagenodelhis","hosei","Lagenodelhis hosei","Mammalia","Cetartiodactyla",137099
"Megaptera novaeangliae","iSimangaliso Wetland Park",,"Megaptera novaeangliae","Megaptera","novaeangliae","Megaptera novaeangliae","Mammalia","Cetartiodactyla",137092
"Tursiops aduncus ","iSimangaliso Wetland Park",,"Tursiops aduncus","Tursiops","aduncus","Tursiops aduncus","Mammalia","Cetartiodactyla",254983
"Sousa chinensis ","iSimangaliso Wetland Park",,"Sousa chinensis","Sousa","chinensis","Sousa chinensis","Mammalia","Cetartiodactyla",220226
"Orcinus orca ","iSimangaliso Wetland Park",,"Orcinus orca","Orcinus","orca","Orcinus orca","Mammalia","Cetartiodactyla",137102
"Delphinus capensis ","iSimangaliso Wetland Park",,"Delphinus capensis","Delphinus","capensis","Delphinus capensis","Mammalia","Cetartiodactyla",254978
"Peponocephala electra ","iSimangaliso Wetland Park",,"Peponocephala electra","Peponocephala","electra","Peponocephala electra","Mammalia","Cetartiodactyla",137103
"Balaenoptera acutorostrata","iSimangaliso Wetland Park",,"Balaenoptera acutorostrata","Balaenoptera","acutorostrata","Balaenoptera acutorostrata","Mammalia","Cetartiodactyla",137087
"Stenella attenuata","iSimangaliso Wetland Park",,"Stenella attenuata","Stenella","attenuata","Stenella attenuata","Mammalia","Cetartiodactyla",137105
"Feresa attenuata","iSimangaliso Wetland Park",,"Feresa attenuata","Feresa","attenuata","Feresa attenuata","Mammalia","Cetartiodactyla",137095
"Grampus griseus ","iSimangaliso Wetland Park",,"Grampus griseus","Grampus","griseus","Grampus griseus","Mammalia","Cetartiodactyla",137098
"Steno bredanensis","iSimangaliso Wetland Park",,"Steno bredanensis","Steno","bredanensis","Steno bredanensis","Mammalia","Cetartiodactyla",137110
"Hyperoodon planifrons ","iSimangaliso Wetland Park",,"Hyperoodon planifrons","Hyperoodon","planifrons","Hyperoodon planifrons","Mammalia","Cetartiodactyla",343900
"Eubalaena australis ","iSimangaliso Wetland Park",,"Eubalaena australis","Eubalaena","australis","Eubalaena australis","Mammalia","Cetartiodactyla",220222
"Physeter macrocephalus ","iSimangaliso Wetland Park",,"Physeter macrocephalus","Physeter","macrocephalus","Physeter macrocephalus","Mammalia","Cetartiodactyla",137119
"Stenella longirostris","iSimangaliso Wetland Park",,"Stenella longirostris","Stenella","longirostris","Stenella longirostris","Mammalia","Cetartiodactyla",137109
"Stenella coeruleoalba ","iSimangaliso Wetland Park",,"Stenella coeruleoalba","Stenella","coeruleoalba","Stenella coeruleoalba","Mammalia","Cetartiodactyla",137107
"Mirounga leonina","iSimangaliso Wetland Park",,"Mirounga leonina","Mirounga","leonina","Mirounga leonina","Mammalia","Carnivora",231413
"Arctocephalus pusillus pusillus ","iSimangaliso Wetland Park",,"Arctocephalus pusillus pusillus","Arctocephalus","pusillus","Arctocephalus pusillus","Mammalia","Carnivora",231410
"Arctocephalus tropicalis ","iSimangaliso Wetland Park",,"Arctocephalus tropicalis","Arctocephalus","tropicalis","Arctocephalus tropicalis","Mammalia","Carnivora",231432
"African Black Oystercatcher ","iSimangaliso Wetland Park",,"African Black Oystercatcher",,,,,,
"Spheniscus demersus","iSimangaliso Wetland Park",,"Spheniscus demersus","Spheniscus","demersus","Spheniscus demersus","Aves","Sphenisciformes",212659
"Sterna vittata","iSimangaliso Wetland Park",,"Sterna vittata","Sterna","vittata","Sterna vittata","Aves","Charadriiformes",225766
"Sterna paradisaea","iSimangaliso Wetland Park",,"Sterna paradisaea","Sterna","paradisaea","Sterna paradisaea","Aves","Charadriiformes",137165
"Thalassarche melanophris","iSimangaliso Wetland Park",,"Thalassarche melanophris","Thalassarche","melanophris","Thalassarche melanophris","Aves","Procellariiformes",343995
"Halobaena caerulea","iSimangaliso Wetland Park",,"Halobaena caerulea","Halobaena","caerulea","Halobaena caerulea","Aves","Procellariiformes",212645
"Pachyptila vittata","iSimangaliso Wetland Park",,"Pachyptila vittata","Pachyptila","vittata","Pachyptila vittata","Aves","Procellariiformes",212647
"Phalacrocorax capensis","iSimangaliso Wetland Park",,"Phalacrocorax capensis","Phalacrocorax","capensis","Phalacrocorax capensis","Aves","Pelecaniformes",212702
"Morus capensis","iSimangaliso Wetland Park",,"Morus capensis","Morus","capensis","Morus capensis","Aves","Pelecaniformes",221026
"Hydroprogne caspia","iSimangaliso Wetland Park",,"Hydroprogne caspia","Hydroprogne","caspia","Hydroprogne caspia","Aves","Charadriiformes",567825
"Sterna hirundo","iSimangaliso Wetland Park",,"Sterna hirundo","Sterna","hirundo","Sterna hirundo","Aves","Charadriiformes",137162
"Calonectris borealis","iSimangaliso Wetland Park",,"Calonectris borealis","Calonectris","borealis","Calonectris borealis","Aves","Procellariiformes",1348497
"Hydrobates pelagicus","iSimangaliso Wetland Park",,"Hydrobates pelagicus","Hydrobates","pelagicus","Hydrobates pelagicus","Aves","Procellariiformes",137189
"Pachyptila turtur","iSimangaliso Wetland Park",,"Pachyptila turtur","Pachyptila","turtur","Pachyptila turtur","Aves","Procellariiformes",212648
"Ardenna carneipes","iSimangaliso Wetland Park",,"Ardenna carneipes","Ardenna","carneipes","Ardenna carneipes",,,
"Larus pipixcan","iSimangaliso Wetland Park",,"Larus pipixcan","Larus","pipixcan","Larus pipixcan","Aves","Charadriiformes",159077
"Pterodroma macroptera","iSimangaliso Wetland Park",,"Pterodroma macroptera","Pterodroma","macroptera","Pterodroma macroptera","Aves","Procellariiformes",212644
"Larus cirrocephalus","iSimangaliso Wetland Park",,"Larus cirrocephalus","Larus","cirrocephalus","Larus cirrocephalus","Aves","Charadriiformes",212628
"Thalassarche carteri","iSimangaliso Wetland Park",,"Thalassarche carteri","Thalassarche","carteri","Thalassarche carteri","Aves","Procellariiformes",225758
"Larus dominicanus","iSimangaliso Wetland Park",,"Larus dominicanus","Larus","dominicanus","Larus dominicanus","Aves","Charadriiformes",212624
"Aphrodroma brevirostris","iSimangaliso Wetland Park",,"Aphrodroma brevirostris","Aphrodroma","brevirostris","Aphrodroma brevirostris","Aves","Procellariiformes",344020
"Aptenodytes patagonicus ","iSimangaliso Wetland Park",,"Aptenodytes patagonicus","Aptenodytes","patagonicus","Aptenodytes patagonicus","Aves","Sphenisciformes",212656
"Sternula albifrons","iSimangaliso Wetland Park",,"Sternula albifrons","Sternula","albifrons","Sternula albifrons","Aves","Charadriiformes",567480
"Stercorarius longicandus","iSimangaliso Wetland Park",,"Stercorarius longicandus","Stercorarius","longicandus","Stercorarius longicandus","Aves","Charadriiformes",137171
"Macronectes halli","iSimangaliso Wetland Park",,"Macronectes halli","Macronectes","halli","Macronectes halli","Aves","Procellariiformes",212637
"Thalasseus sandvicensis","iSimangaliso Wetland Park",,"Thalasseus sandvicensis","Thalasseus","sandvicensis","Thalasseus sandvicensis","Aves","Charadriiformes",137166
"Daption capense","iSimangaliso Wetland Park",,"Daption capense","Daption","capense","Daption capense","Aves","Procellariiformes",212640
"Thalassarche cauta","iSimangaliso Wetland Park",,"Thalassarche cauta","Thalassarche","cauta","Thalassarche cauta","Aves","Procellariiformes",225902
"Pachyptila belcheri","iSimangaliso Wetland Park",,"Pachyptila belcheri","Pachyptila","belcheri","Pachyptila belcheri","Aves","Procellariiformes",212646
"Pterodroma mollis","iSimangaliso Wetland Park",,"Pterodroma mollis","Pterodroma","mollis","Pterodroma mollis","Aves","Procellariiformes",137199
"Phoebetria fusca","iSimangaliso Wetland Park",,"Phoebetria fusca","Phoebetria","fusca","Phoebetria fusca","Aves","Procellariiformes",212632
"Ardenna grisea","iSimangaliso Wetland Park",,"Ardenna grisea","Ardenna","grisea","Ardenna grisea","Aves","Procellariiformes",137202
"Onychoprion fuscatus","iSimangaliso Wetland Park",,"Onychoprion fuscatus","Onychoprion","fuscatus","Onychoprion fuscatus","Aves","Charadriiformes",567827
"Macronectes giganteus","iSimangaliso Wetland Park",,"Macronectes giganteus","Macronectes","giganteus","Macronectes giganteus","Aves","Procellariiformes",212636
"Stercorarius antarcticus","iSimangaliso Wetland Park",,"Stercorarius antarcticus","Stercorarius","antarcticus","Stercorarius antarcticus","Aves","Charadriiformes",567471
"Sterna bergii","iSimangaliso Wetland Park",,"Sterna bergii","Sterna","bergii","Sterna bergii","Aves","Charadriiformes",212606
"Diomedea exulans","iSimangaliso Wetland Park",,"Diomedea exulans","Diomedea","exulans","Diomedea exulans","Aves","Procellariiformes",212583
"Procellaria aequinoctialis","iSimangaliso Wetland Park",,"Procellaria aequinoctialis","Procellaria","aequinoctialis","Procellaria aequinoctialis","Aves","Procellariiformes",212651
"Oceanites oceanicus","iSimangaliso Wetland Park",,"Oceanites oceanicus","Oceanites","oceanicus","Oceanites oceanicus","Aves","Procellariiformes",137190
"Ardea goliath","iSimangaliso Wetland Park",,"Ardea goliath","Ardea","goliath","Ardea goliath","Aves","Ciconiiformes",212666
"Phalacrocorax lucidus","iSimangaliso Wetland Park",,"Phalacrocorax lucidus","Phalacrocorax","lucidus","Phalacrocorax lucidus",,,
"Pelecanus rufescens","iSimangaliso Wetland Park",,"Pelecanus rufescens","Pelecanus","rufescens","Pelecanus rufescens","Aves","Pelecaniformes",212726
"Latimeria chalumnae ","iSimangaliso Wetland Park",,"Latimeria chalumnae","Latimeria","chalumnae","Latimeria chalumnae","Coelacanthi","Coelacanthiformes",217438
"Haploblepharus kistnasamyi ","iSimangaliso Wetland Park",,"Haploblepharus kistnasamyi","Haploblepharus","kistnasamyi","Haploblepharus kistnasamyi","Elasmobranchii","Carcharhiniformes",295747
"Sphyrna lewini","iSimangaliso Wetland Park",,"Sphyrna lewini","Sphyrna","lewini","Sphyrna lewini","Elasmobranchii","Carcharhiniformes",105816
"Sphyrna mokarran (Great hammerhead shark) Endangere","iSimangaliso Wetland Park",,"Sphyrna mokarran (Great hammerhead shark) Endangere","Sphyrna","mokarran","Sphyrna mokarran","Elasmobranchii","Carcharhiniformes",105817
"Manta alfredi","iSimangaliso Wetland Park",,"Manta alfredi","Manta","alfredi","Manta alfredi","Elasmobranchii","Myliobatiformes",1042871
"Carcharias taurus","iSimangaliso Wetland Park",,"Carcharias taurus","Carcharias","taurus","Carcharias taurus","Elasmobranchii","Lamniformes",105843
"Manta birostris","iSimangaliso Wetland Park",,"Manta birostris","Manta","birostris","Manta birostris","Elasmobranchii","Myliobatiformes",1026118
"Carcharadon carcaharias ","iSimangaliso Wetland Park",,"Carcharadon carcaharias","Carcharadon","carcaharias","Carcharadon carcaharias","Elasmobranchii","Lamniformes",105838
"Epinephelus lanceolatus ","iSimangaliso Wetland Park",,"Epinephelus lanceolatus","Epinephelus","lanceolatus","Epinephelus lanceolatus","Actinopteri","Perciformes",218224
"Rhincodon typus ","iSimangaliso Wetland Park",,"Rhincodon typus","Rhincodon","typus","Rhincodon typus","Elasmobranchii","Orectolobiformes",105847
"Scylliogaleus quecketti ","iSimangaliso Wetland Park",,"Scylliogaleus quecketti","Scylliogaleus","quecketti","Scylliogaleus quecketti","Elasmobranchii","Carcharhiniformes",220022
"Rhynchobatus djiddensis ","iSimangaliso Wetland Park",,"Rhynchobatus djiddensis","Rhynchobatus","djiddensis","Rhynchobatus djiddensis","Elasmobranchii","Rhinopristiformes",217378
"Galeocerdo cuvier","iSimangaliso Wetland Park",,"Galeocerdo cuvier","Galeocerdo","cuvier","Galeocerdo cuvier","Elasmobranchii","Carcharhiniformes",105799
"Poroderma pantherinum ","iSimangaliso Wetland Park",,"Poroderma pantherinum","Poroderma","pantherinum","Poroderma pantherinum","Elasmobranchii","Carcharhiniformes",217650
"Pliotrema warreni ","iSimangaliso Wetland Park",,"Pliotrema warreni","Pliotrema","warreni","Pliotrema warreni","Elasmobranchii","Pristiophoriformes",217372
"Polysteganus undulosus","iSimangaliso Wetland Park",,"Polysteganus undulosus","Polysteganus","undulosus","Polysteganus undulosus","Actinopteri","Eupercaria incertae sedis",218617
"Epinephelus tukula ","iSimangaliso Wetland Park",,"Epinephelus tukula","Epinephelus","tukula","Epinephelus tukula","Actinopteri","Perciformes",218246
"Anchichoerops natalensis","iSimangaliso Wetland Park",,"Anchichoerops natalensis","Anchichoerops","natalensis","Anchichoerops natalensis","Actinopteri","Eupercaria incertae sedis",218924
