Rhinella marina
Flaccisagitta enflata
Flaccisagitta hexaptera
Krohnitta pacifica
Mesosagitta minima
Parasagitta peruviana
Parasagitta popovicii
Pterosagitta draco
Sagitta bipunctata
Serratosagitta brierii
Serratosagitta pacifica
Zonosagitta pulchra
Cormocephalus andinus
Cryptops beebei
Lamyctes coeculus
Lamyctes fulvicornis
Nannopodellus purpurescens
Newportia monticola
Orphnaeus brasilianus
Orphnaeus brevilabiatus
Pachymerium pereirai
Pectiniunguis albemarlensis
Pectiniunguis kraussi
Schendylops nealotus
Scolopendra galapagoensis
Boodleopsis pusilla
Bryopsidella neglecta
Bryopsis galapagensis
Bryopsis hypnoides
Bryopsis indica var. triseriata
Bryopsis maxima
Bryopsis pennata var. minor
Caulerpa ambigua
Caulerpa racemosa
Chaetomorpha antennina
Chaetomorpha brachygona var. crassipellita
Chaetomorpha linum
Chlorodesmis hildebrandtii
Cladophora coelothrix
Cladophora perpusilla
Cladophora prolifera
Codium brandegeei
Codium dichotomum
Codium fernandezianum
Codium foveolatum
Codium isabelae
Codium setchellii
Derbesia attenuata
Derbesia hollenbergii
Derbesia marina
Derbesia prolifica
Entocladia thivyae
Parvocaulis parvulus
Phaeophila dendroides
Rhizoclonium crasspellitum var. robustum
Rhizoclonium rhizophilum
Rhizoclonium riparium
Rhizoclonium robustum
Spongomorpha conjuncta
Ulva clathrata
Ulva flexuosa
Ulva lactuca
Ulva linza
Ulva lobata
Ulva prolifera
Ulva taeniata
Ulvella viridis
Zygomitus reticulatus
Aplidium solidum
Ascidia ceratodes
Botryllus tuberatus
Cystodytes dellechiajei
Didemnum cineraceum
Didemnum perlucidum
Diplosoma listerianum
Doliolina muelleri
Doliolum denticulatum
Eusynstyela tincta
Halocynthia dumosa
Metandrocarpa manina
Polyandrocarpa sagamiensis
Stenella attenuata
Acropora crassa
Adelogorgia telones
Aequorea coerulescens
Agalma elegans
Aglaophenia diegensis
Aglaophenia praecisa
Aglaophenia prominens
Aiptasia pulchella
Antennella avalonia
Anthopleura dowii
Anthopleura mariscali
Anthopleura nigrescens
Antipathes galapagensis
Astrangia browni
Astrangia equatorialis
Aurelia aurita
Balanophyllia affinis
Balanophyllia galapagensis
Botruanthus benedeni
Bunodactis mexicana
Calliactis polypus
Caryophyllia diomedeae
Cavernulina darwini
Cladocora arbuscula
Cladocora debilis
Cladocora pacifica
Cladocoryne floccosa
Cladopsammia eguchii
Cladopsammia gracilis
Clytia gracilis
Clytia gregaria
Clytia hummelincki
Clytia linearis
Corydendrium parasiticum
Coryne eximia
Coryne repens
Crispatotrochus galapagensis
Crypthelia cymas
Crypthelia dactylopoma
Crypthelia eueides
Crypthelia glebulenta
Crypthelia lacunosa
Culicia rubeola
Culicia stellata
Cycloseris curvata
Cycloseris distorta
Cycloseris elegans
Cycloseris mexicana
Dendrophyllia californica
Dendrophyllia johnsoni
Desmophyllum dianthus
Dynamena crisioides
Dynamena disticha
Dynamena quadridentata
Ectopleura integra
Ectopleura media
Enallopsammia rostrata
Endopachys grayi
Endopsammia pourtalesi
Eudendrium breve
Eudendrium capillare
Eudendrium carneum
Eugorgia ampla
Eugorgia daniana
Flabellum daphnense
Flabellum galapagense
Fungia distorta
Gardineroseris planulata
Halecium pusillum
Halopteris violae
Heterogorgia hickmani
Heterogorgia verrucosa
Hincksella cylindrica
Javania cailleti
Javania pseudoalabastra
Kirchenpaueria galapagensis
Kirchenpaueria halecioides
Kirchenpaueria pinnata
Lepidotheca macropora
Leptogorgia alba
Leptoseris scabra
Macrorhynchia philippina
Madracis asperula
Madrepora oculata gamma
Madrepora oculata galapagensis
Millepora intricata
Monostaechas quadridens
Muricea formosa
Muricea galapagensis
Myriopathes panamensis
Nemalecium lighti
Obelia dichotoma
Obelia geniculata
Oulangia bradleyi
Pachycerianthus fimbriatus
Pacifigorgia dampieri
Pacifigorgia darwinii
Pacifigorgia rubripunctata
Pacifigorgia symbiotica
Palythoa mutuki
Palythoa tuberculosa
Paracyathus humilis
Pavona chiriquiensis
Pavona clavus
Pavona clivosa
Pavona gigantea
Pavona maldivensis
Pavona varians
Pennaria disticha
Phyllangia consagensis
Phymactis papillosa
Physalia physalis
Plumularia floridana
Plumularia strictocarpa
Pocillopora capitata
Pocillopora damicornis caespitosa
Pocillopora damicornis
Pocillopora elegans
Pocillopora grandis
Pocillopora inflata
Pocillopora ligulata
Pocillopora meandrina
Pocillopora verrucosa
Pocillopora woodjonesi
Polycyathus hondaensis
Polycyathus isabela
Porites lobata
Psammocora brighami
Psammocora profundacella
Psammocora stellata
Psammocora superficialis
Pseudocyathoceras avis
Ptilosarcus undulatus
Rhizopsammia verrilli
Rhizopsammia wellingtoni
Scandia gigas
Sertularella ampullacea
Sertularella costata
Sertularella distans
Solmundella bitentaculata
Sphaerocoryne bedoti
Sphenotrochus hancocki
Stenohelia concinna
Stylaster divergens
Stylaster galapagensis
Stylaster marenzelleri
Telmatactis panamensis
Tridentata turbinata
Tubastraea coccinea
Tubastraea faulkneri
Tubastraea floreana
Tubastraea tagusensis
Turritopsis nutricula
Virgularia galapagensis
Antonina graminis
Aonidiella aurantii
Aonidiella orientalis
Aspidiella hartii
Aspidiotus aff. pacificus
Aspidiotus destructor
Aspidiotus excisus
Asterolecanium pustulans
Asterolecanium puteanum
Ceroplastes cirripediformis
Ceroplastes floridensis
Ceroplastes rusci
Ceroplastes sinensis
Chorizococcus nakaharai
Coccus hesperidum
Coccus longulus
Coccus viridis
Conchaspis angraeci
Dysmicoccus boninsis
Dysmicoccus brevipes
Eriococcus aff. dubius
Eriococcus papillosus
Ferrisia virgata
Geococcus coffeae
Hemiberlesia aff. rapax
Hemiberlesia lataniae
Howardia biclavis
Icerya purchasi
Inglisia vitrea
Insignorthezia insignis
Ischnaspis longirostris
Lepidosaphes beckii
Margarodes similis
Melanaspis odontoglossi
Melanaspis tenebricosa
Nipaecoccus nipae
Odonaspis galapagoensis
Odonaspis saccharicola agg.
Paracoccus solani
Parasaissetia nigra
Parlatoria crotonis
Phenacoccus herreni
Phenacoccus parvus
Phenacoccus solenopsis
Pinnaspis strachani
Planococcus citri
Praelongorthezia galapagoensis
Praelongorthezia praelonga
Pseudaonidia trilobitiformis
Pseudococcus aff. landoi
Pseudococcus elisae
Pseudococcus galapagoensis
Pseudococcus insularis
Pseudococcus longispinus
Pseudococcus schusteri
Pulvinaria psidii
Pulvinaria urbicola
Rhizoecus insularis
Rhizoecus latus
Rutherfordia major
Saissetia coffeae
Saissetia miranda
Saissetia neglecta
Selenaspidis articulatus
Unaspis citri
Ablechrus flavipes
Acalymma limbata
Acanthoderes galapagoensis galapagoensis
Acanthoderes galapagoensis vonhageni
Acanthoderes galapagoensis williamsi
Acanthoscelides fuscomaculatus
Acanthoscelides manleyi
Acanthoscelides obtectus
Acanthoscelides rossi
Acaromimus sp. nov.
Achryson lineolatum
Acrotona pseudoclaudiensis
Acrotrichis discolouroides
Actidium difficilis
Actidium leleupi
Actinopteryx hoguei
Adelonia costipennis
Adistemia watsoni
Aeolus galapagoensis
Ahasverus excisus
Allecula galapagoensis
Allecula insularis
Allopentarthrum elumbe
Alphitobius laevigatus
Amblycerus galapagoensis
Amblycerus piurae
Ammophorus abingdoni
Ammophorus antennatus
Ammophorus bifoveatus
Ammophorus cavernicola
Ammophorus cooksoni
Ammophorus denticollis
Ammophorus galapagoensis galapagoensis
Ammophorus insularis
Ammophorus laevis
Ammophorus obscurus
Ammophorus simplex
Ammophorus sp. nov. 1
Amphicerus galapaganus
Anchastus sp. nov. 1
Anchastus vandykei
Ancholaemus acuminatus
Anchonus galapagoensis
Anthicus pallidus
Araecerus fasciculatus
Araptus franzi
Astenus cruzensis
Astenus galapagoensis
Ataenius aequatorialis
Ataenius arrowi
Ataenius atramentarius
Ataenius attenuator
Ataenius cavagnaroi
Ataenius cristobalensis
Ataenius floreanae
Ataenius gracilis
Ataenius liogaster
Atheta galapagoensis
Aulonium angustatum
Aulonium bidentatum
Bactridium insularis
Baeocera galapagoensis
Bambara brunnea
Bambara contorta
Bambara frosti
Bambara stevesi
Belonuchus rufipennis
Bembidion equatoriale
Bembidion galapagoensis
Bitoma exarata
Blapstinus apicalis
Blapstinus barrigtoni
Blapstinus batesoni
Blapstinus bauri
Blapstinus blairi
Blapstinus caudatus
Blapstinus costatus
Blapstinus culpepperi
Blapstinus darwini
Blapstinus desenderi
Blapstinus duncani
Blapstinus galapagoensis
Blapstinus lugubris
Blapstinus morio
Blapstinus pubescens
Blapstinus spatulus
Blapstinus uniformis
Blapstinus wenmani
Blapstinus williamsi
Bledius aequatorialis
Bledius punctatissimus
Bradycellus cristobalinus
Bradycellus insularis
Bradycellus isabelae
Brentus volvulus
Bryoporus tarsalis
Bythinoplectus caecus
Bythinoplectus peregrinus peregrinus
Caccodes oceaniae
Calleida migratoria
Calosoma galapageium
Calosoma granatense
Calosoma leleuporum
Calosoma linelli
Calymmaderus alutaceus
Calymmaderus galapagoensis
Calymmaderus georgicus
Carcinops galapagoensis
Carcinops tenellus
Carpelimus aequalis
Carpelimus leleupi
Carpelimus marchenicus
Carpelimus obscuricornis
Carpelimus santiagus
Carpelimus tripunctulus
Carphina arcifera
Carpophilus dimidiatus
Cartodere constricta
Cathartosilvanus opaculus
Cathartosilvanus tropicalis
Cathartus quadricollis
Caulophilus oryzae
Ceracis cucullatus
Chaetocnema confinis
Chlorida festiva
Chrysobothris williamsi
Cicindela galapagoensis
Cicindela trifasciata
Cis creberrimus
Cissites maculata
Clavilispinus exiguus
Coccotrypes carpophagus
Coccotrypes dactyliperda
Coccotrypes rhizophorae
Coelosternus leporinus
Colopterus truncatus
Coluocera maderae
Conoderus galapagoensis
Copelatus galapagoensis
Coproporus galapagosus
Cosmopolites sordidus
Creophilus maxillosus
Cryptolestes klapperichi
Cryptolestes uncicornis
Cryptorama caheni
Cryptorama joannae
Cybocephalus serrativentris
Cycloneda galapagoensis
Cycloneda sanguinea
Cycrillum strigicolle
Dactylosternum abdominale
Dalotia coriaria
Dermestes ater
Dermestes carnivorus
Dermestes maculatus
Desmiphora maculosa
Dienerella filum
Diestota franziana
Diestota galapagoensis
Diestota leleupi
Dinoderus minutus
Diochus cristobalensis
Diochus franzi
Diochus isabelae
Diochus montguilloni
Diochus santiagus
Diomus anthony
Dipropus puberulus
Dipropus sp. nov. 1
Docema galapagoensis
Dryotribus mimeticus
Eburia lanigera
Eburia pilosa
Echiaster leleupi
Eidoreus minutus
Endeius multipunctatus
Endeius ovaliceps
Enochrus obscurus
Enochrus waterhousei
Eretes sticticus
Espeson cruzensis
Espeson franzi
Espeson minor
Estola insularis cribrata
Estola insularis duncani
Estola insularis insularis
Estoloides galapagoensis
Eubulus coecus
Eubulus pilipectus
Euconnus sp. nov.
Euscepes postfasciatus
Euspilotus batesoni
Euspilotus nigritus
Euvira scalesiai
Euxestus erithacus
Fallia colorata
Fallia galapagana
Faustinus rhombifer
Feluva franzi
Galapaganus ashlocki
Galapaganus blairi
Galapaganus caroli
Galapaganus collaris
Galapaganus conwayensis
Galapaganus crockeri
Galapaganus darwini
Galapaganus galapagoensis
Galapaganus howdenae
Galapaganus vandykei
Galapaganus williamsi
Galapagodacnum darwini
Galapagonotus cuneiformis
Gen. 2 Anchonini indet. sp. nov.
Gen. nov. Araecerini indet. sp. nov.
Gerstaeckeria galapagoensis galapagoensis
Gerstaeckeria galapagoensis hoodensis
Gerstaeckeria galapagoensis seymourensis
Gerstaeckeria galapagoensis barringtonensis
Gnathocerus cornutus
Gnatocerus maxillosus
Gyrinus galapagoensis
Haliplus gravidus
Halocoryza acapulcana
Haptoncus luteolus
Heterachthes apicalis
Holoparamecus franzi
Holotrochus galapagosus
Holotrochus isabelae
Homaeotarsus franzi
Homoconnus galapagoensis
Horistonotus williamsi
Hypasclera collenetti
Hypasclera seymourensis
Hyperaspis bromelicola
Hypothenemus birmanus
Hypothenemus brunneus
Hypothenemus californicus
Hypothenemus columbi
Hypothenemus crudiae
Hypothenemus eruditus
Hypothenemus indigenus
Hypothenemus obscurus
Hypothenemus pacificus
Hypothenemus seriatus
Laemophloeus suturalis
Lembodes subcostatus
Lichenophanes rutilans
Lispinus sulcicollis
Lissohypnus pecki
Litargus balteatus
Lithocharis jeannae
Lithocharis ochracea
Lithocharodes elytratus
Lobopoda galapagoensis
Longitarsus galapagoensis
Longitarsus lunatus
Longitarsus sp. nov. 1
Longitarsus sp. nov. 2
Lyctus brunneus
Macrancylus gracilis
Mallodon molarius galapagoensis
Mastogenius cuneaticollis
Mastogenius galapagoensis
Megacerus minusculus
Menimopsis leleupi
Metachroma labrale
Metamasius hemipterus
Metophthalmus nodosus
Mexico litoralis
Micrapate scabrata
Microlinus pusio
Minthea rugicollis
Monanus concinnulus
Mordellistena galapagoensis
Mulsanteus sp. nov.
Murmidius ovalis
Myllaena leleupi
Myrmecocephalus cingulatus
Myrmecocephalus concinnus
Mystroceridius basilewskyi
Mystroceridius wittmeri
Nacaeus galapagosus
Necrobia rufipes
Neohypnus galapagoensis
Neoryctes galapagoensis
Neoryctes linelli
Neoryctes moreti
Neoryctes williamsi
Neoxantholinus galapagoensis
Nesaecrepida darwini
Nesoeme kuscheli
Nesozineus galapagoensis variabilis
Nesozineus galapagoensis williamsi
Nesozineus galapagoensis galapagoensis
Ochthebius batesoni
Oligota chrysopyga
Oligotergus fasciatus
Olla hageni
Olla lacrimosa
Omonadus floralis
Omorgus indigenus
Omorgus suberosus
Oosternum costatum
Ormiscus variegatus
Oryzaephilus surinamensis
Osorius cristobalicus
Oxycopis galapagoensis
Oxytelus incisus
Pagiocerus frontalis
Parandra brevicollis
Paraneda pallidula
Paroxacis galapagoensis
Passalus punctiger
Pelonium longfieldae
Pentagonica flavipes flavipes
Perepitragus solieri
Phalacrus darwini
Phaleria manicata
Phanerota tridentata
Philonthus discoideus
Philonthus pauxillus
Philonthus ventralis
Physorhinus galapagoensis
Physorhinus quirsfeldi
Physorhinus ruficeps
Physorhinus sp. nov. 1
Piestus minutus
Piestus pygmaeus
Piestus sulcatus
Pinostygus galapagoensis
Pitnus galapagoensis galapagoensis
Pitnus galapagoensis lapidicola
Pitnus pintae pintae
Pitnus pintae grandis
Placonotus politissimus
Platynus albemarli
Platynus chathami
Platynus darwini
Platypus linearis
Platypus santacruzensis
Platystethus spiculus
Platytomus darwini
Polynoncus galapagoensis
Polynoncus seymourensis
Polytus mellerborgi
Prateus dentatus
Protaetia fusca
Pseudopentarthrum cunicollis
Pseudopentarthrum glabrum
Pseudopentarthrum towerensis
Pseudothysanoes isolatus
Psyllobora bisigma
Pterostichus becki
Pterostichus blairi
Pterostichus calathoides
Pterostichus duncani
Pterostichus galapagoensis
Pterostichus insularis
Pterostichus leleuporum
Pterostichus mutchleri
Pterostichus waterhousei
Pterostichus williamsi
Ptinella galapagana
Ptinellodes darwini
Pycnarthrum insulare
Rhantus galapagoensis
Rothium ashlocki
Rothium littoralis
Sapintus sp. nov.
Scarites galapagoensis
Scarites sp. 1
Scarites williamsi
Scopaeus galapagosus
Scutobruchus ceratioborus
Scydmaenus galapagoensis
Scymnobius galapagoensis
Scymnobius scalesius
Selenophorus galapagoensis wenmani
Selenophorus galapagoensis galapagoensis
Selenophorus obscuricornis
Sennius falcatus
Silvanus difficilis
Sinoxylon unidentatum
Sitophagus hololeptoides
Sitophilus oryzae
Stegobium paniceum
Stelidota insularis
Stenodontes molarius vandykei
Stenodontes molarius
Stenodontes molarius glabratus
Stenodontes molarius galapagoensis
Stethusa dichroa
Stethusa lurida
Stichtoptychus basilewski
Stilicopsis galapagosa
Stomion cribricollis
Stomion galapagoensis
Stomion genovesa
Stomion helopoides
Stomion laevigatum
Stomion linelli
Stomion longicornis
Stomion longulum
Stomion obesum
Stomion punctipennis
Stomion rugosum
Strongylaspis kraepelini
Strongylaspis kraepelini parvula
Sunius aptera
Sunius debilicornis
Tachys erwini
Tachys vittiger
Tarsostenus univittatus
Tetrapriocera longicornis
Thecturota franzi
Thermonectus basillaris galapagoensis
Thoracophorus galapagosus
Tribolium castaneum
Trichodesma denticollis
Tricorynus straeleni
Trigonodera lineata
Trogossita galapagoensis
Tropisternus lateralis
Typhaea stercorea
Urophorus humeralis
Xyleborinus gracilis
Xyleborinus saxeseni
Xyleborus affinis
Xyleborus ferrugineus
Xyleborus spinulosus
Xyleborus volvulus
Xyletinus leleupi
Xylosandrus morigerus
Zabrotes subfasciatus
Zophobas atratus
Americaneura interrogator
Anurida marchena
Anurida maritima
Arlesia albipes
Axelsonia littoralis
Brachystomella contorta
Brachystomella grottaerti
Ceratophysella denticulata
Ceratophysella guthriei
Cryptopygus thermophilus
Cyphoderus dorsti
Cyphoderus galapagoensis
Cyphoderus innominatus
Entomobrya corticola
Folsomides centralis
Folsomides delamarei
Folsomides parvulus
Folsomina onychiurina
Friesea magnicornis
Isotoma galapagoensis
Isotomiella symetrimucronata
Isotomina thermophila galapagoensis
Isotomodes denisi
Isotomodes trisetosus
Isotomurus opala
Lepidocyrtus leleupi
Mesaphorura yosii
Onychiurus hortensis
Protaphorura armatus
Protaphorura encarpata
Psammisotoma galapagoensis
Pseudachorutes difficilis
Pseudachorutes galapagoensis
Pseudachorutes macrochaetus
Pseudosinella coerulea
Pseudosinella intermixta
Rhodanella minos
Seira caheni
Seira coppoisi
Seira devriesi
Seira galapagoensis
Xenylla yucatana
Acanthonyx petiverii
Acartia levequei
Achelous angustus
Achelous stanfordi
Achelous tuberculatus
Acidops fimbriatus
Acrocalanus longicornis
Aethra scutata
Afrolaophonte schmidti
Albunea galapagensis
Albunea lucasia
Alpheopsis allanhancocki
Alpheus bellimanus
Alpheus bouvieri
Alpheus c.f. armillatus
Alpheus chilensis
Alpheus galapagensis
Alpheus grahami
Alpheus hebes
Alpheus inca
Alpheus leviusculus
Alpheus longinquus
Alpheus lottini
Alpheus malleator
Alpheus normanni
Alpheus pacificus
Alpheus panamensis
Alpheus paracrinitus
Alpheus rostratus
Alpheus saxidomus
Alpheus splendidus
Alpheus strenuus
Alpheus sulcatus
Alpheus websteri
Ambidexter panamensis
Ambidexter swifti
Ampelisca lobata
Ampelisca milleri
Ampelisca pugetica
Amphilochus neapolitanus
Ampithoe guaspare
Ampithoe plumulosa
Ampithoe pollex
Ampithoe ramondi
Ampithoe tahue
Ampithoe vacoregue
Anchialella vulcanella
Aniculus elegans
Anomalothir hoodensis
Antronicippe serrata
Apodopsyllus arcuatus
Apseudes galapagensis
Archaeatya chacei
Arenaeus mexicanus
Arenosetella germanica galapagoensis
Automate dolichognatha
Axiopsis baronai
Balanus calidus
Balanus poecilus
Balanus trigonus
Belemnopontia dispinosa
Bemlos achire
Bemlos macromanus
Brachycarpus biunguiculatus
Bythograea galapagensis
Bythograea intermedia
Calanus sinicus
Calappa convexa
Calappa hepatica
Calaxius galapagensis
Calcinus explorator
Caligus irritans
Callianidea laevicauda
Callinectes arcuatus
Callinectes toxotes
Candacia catula
Candacia longimana
Candacia simplex
Canthocalanus pauper
Cardisoma crassum
Carolinicola galapagoensis
Cataleptodius occidentalis
Cataleptodius snodgrassi
